id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
456,Texas,Corpus Christi,1,Wed 6/14,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,80.1,99.14,44,21,SE,0,0,1006,60,1686765600,-18000
457,Texas,Corpus Christi,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,79.61,98.8,45,20,SE,0,0,1007,29,1686852000,-18000
458,Texas,Corpus Christi,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.05,101.43,40,20,SE,0,0,1009,7,1686938400,-18000
459,Texas,Corpus Christi,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,78.6,100.24,43,18,SE,0,0,1010,56,1687024800,-18000
460,Texas,Corpus Christi,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,78.42,101.05,38,22,SE,0,0,1008,10,1687111200,-18000
461,Texas,El Paso,1,Wed 6/14,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,66.76,92.19,8,17,SW,0,0,1008,11,1686769200,-21600
462,Texas,El Paso,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.05,94.32,7,28,SW,0,0,1008,0,1686855600,-21600
463,Texas,El Paso,3,Fri 6/16,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,68.11,95.07,7,16,SW,0,0,1011,20,1686942000,-21600
464,Texas,El Paso,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,75.36,95.43,11,20,W,0,0,1012,96,1687028400,-21600
465,Texas,El Paso,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,73.15,98.4,8,13,SW,0,0,1010,27,1687114800,-21600
466,Texas,Fort Worth-Dallas,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,73.13,86.77,89,9,NW,3.06,0,1007,96,1686765600,-18000
467,Texas,Fort Worth-Dallas,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,73.36,95.7,58,19,SE,0,0,1007,7,1686852000,-18000
468,Texas,Fort Worth-Dallas,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,78.1,101.55,30,18,S,0,0,1006,0,1686938400,-18000
469,Texas,Fort Worth-Dallas,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,76.39,96.51,45,11,SE,0,0,1009,100,1687024800,-18000
470,Texas,Fort Worth-Dallas,5,Sun 6/18,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,77.27,95.5,44,11,S,0,0,1008,24,1687111200,-18000
471,Texas,Houston/Galveston,1,Wed 6/14,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,78.46,91.4,54,16,S,0,0,1008,27,1686765600,-18000
472,Texas,Houston/Galveston,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.77,92.26,56,17,SE,0,0,1009,9,1686852000,-18000
473,Texas,Houston/Galveston,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.32,94.68,49,18,S,0,0,1010,2,1686938400,-18000
474,Texas,Houston/Galveston,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,79.88,95.85,48,18,S,0,0,1011,42,1687024800,-18000
475,Texas,Houston/Galveston,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,79.54,96.19,47,20,S,0,0,1009,54,1687111200,-18000
476,Texas,Lubbock,1,Wed 6/14,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,65.55,92.32,29,12,E,0,0,1008,18,1686765600,-18000
477,Texas,Lubbock,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.52,97.23,10,24,SW,0,0,1005,0,1686852000,-18000
478,Texas,Lubbock,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,69.89,96.06,18,12,W,0,0,1009,0,1686938400,-18000
479,Texas,Lubbock,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,73.71,97.05,20,20,SW,0,0,1009,79,1687024800,-18000
480,Texas,Lubbock,5,Sun 6/18,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,67.37,94.84,21,11,N,0,0,1011,11,1687111200,-18000
481,Texas,Midland/Odessa,1,Wed 6/14,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,69.37,96.94,8,13,W,0,0,1006,55,1686765600,-18000
482,Texas,Midland/Odessa,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,77.25,101.17,7,21,SW,0,0,1006,70,1686852000,-18000
483,Texas,Midland/Odessa,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,77.16,102.81,6,18,W,0,0,1008,0,1686938400,-18000
484,Texas,Midland/Odessa,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,83.68,103.23,10,12,S,0,0,1009,86,1687024800,-18000
485,Texas,Midland/Odessa,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,77.85,100.58,21,15,NE,0,0,1009,36,1687111200,-18000
486,Texas,San Angelo,1,Wed 6/14,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,72.43,101.1,14,12,W,0,0,1005,38,1686765600,-18000
487,Texas,San Angelo,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,72.14,106.59,17,16,SW,0,0,1005,72,1686852000,-18000
488,Texas,San Angelo,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.05,107.22,7,16,SW,0,0,1007,0,1686938400,-18000
489,Texas,San Angelo,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,83.91,102.96,13,10,SW,0.37,0,1008,99,1687024800,-18000
490,Texas,San Angelo,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,80.01,102.83,28,15,E,0,0,1008,10,1687111200,-18000
491,Arizona,Flagstaff,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.37,72.99,18,17,S,0,0,1010,2,1686769200,-25200
492,Arizona,Flagstaff,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.5,73.6,19,14,SW,0,0,1010,1,1686855600,-25200
493,Arizona,Flagstaff,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.73,74.39,15,17,SW,0,0,1014,0,1686942000,-25200
494,Arizona,Flagstaff,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.57,77.76,12,13,SW,0,0,1014,2,1687028400,-25200
495,Arizona,Flagstaff,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.06,77.05,12,24,S,0,0,1013,0,1687114800,-25200
496,Arizona,Phoenix,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,71.53,96.46,16,14,SW,0,0,1008,0,1686769200,-25200
497,Arizona,Phoenix,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,75.79,96.37,10,8,S,0,0,1008,0,1686855600,-25200
498,Arizona,Phoenix,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.36,102.88,8,21,SW,0,0,1009,0,1686942000,-25200
499,Arizona,Phoenix,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,79.39,101.98,9,9,SW,0,0,1011,0,1687028400,-25200
500,Arizona,Phoenix,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,82.9,103.87,6,20,SW,0,0,1009,45,1687114800,-25200
501,Arizona,Tucson,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,65.59,96.04,12,18,SW,0,0,1009,0,1686769200,-25200
502,Arizona,Tucson,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,73,94.15,6,15,W,0,0,1009,0,1686855600,-25200
503,Arizona,Tucson,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,74.77,98.82,8,19,SW,0,0,1011,7,1686942000,-25200
504,Arizona,Tucson,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,79.02,99.82,9,18,SW,0,0,1012,61,1687028400,-25200
505,Arizona,Tucson,5,Sun 6/18,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,81.91,101.12,9,17,W,0,0,1011,89,1687114800,-25200
506,California,Eureka,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.23,60.19,70,17,NW,0,0,1015,100,1686772800,-25200
507,California,Eureka,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.49,62.42,60,15,NW,0,0,1015,63,1686859200,-25200
508,California,Eureka,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,52.83,65.62,61,10,NW,0,0,1015,73,1686945600,-25200
509,California,Eureka,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.32,58.93,82,10,NW,0,0,1017,95,1687032000,-25200
510,California,Eureka,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.76,57.2,61,10,NW,0,0,1016,56,1687118400,-25200
511,California,Los Angeles/Oxnard,1,Wed 6/14,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.31,65.77,75,11,SW,0,0,1014,74,1686769200,-25200
512,California,Los Angeles/Oxnard,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,61.09,65.41,81,9,SW,0,0,1014,87,1686855600,-25200
513,California,Los Angeles/Oxnard,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,60.71,66.79,73,11,SW,0,0,1014,73,1686942000,-25200
514,California,Los Angeles/Oxnard,4,Sat 6/17,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,61.75,69.22,71,10,SW,0,0,1015,20,1687028400,-25200
515,California,Los Angeles/Oxnard,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.36,67.91,73,10,SW,0,0,1014,4,1687114800,-25200
516,California,Sacramento,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,57.92,89.29,35,11,S,0,0,1010,2,1686772800,-25200
517,California,Sacramento,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.33,91.98,28,11,S,0,0,1009,99,1686859200,-25200
518,California,Sacramento,3,Fri 6/16,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,58.8,94.98,23,12,S,0,0,1011,39,1686945600,-25200
519,California,Sacramento,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.36,89.28,22,13,S,0,0,1010,9,1687032000,-25200
520,California,Sacramento,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.82,81.14,18,16,S,0,0,1010,10,1687118400,-25200
521,California,San Diego,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59,72.59,53,12,SW,0,0,1013,0,1686769200,-25200
522,California,San Diego,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.76,74.1,57,12,SW,0,0,1013,6,1686855600,-25200
523,California,San Diego,3,Fri 6/16,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,59.22,76.19,53,11,W,0,0,1013,11,1686942000,-25200
524,California,San Diego,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.18,78.31,51,11,W,0,0,1014,0,1687028400,-25200
525,California,San Diego,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.79,78.49,45,11,SW,0,0,1013,0,1687114800,-25200
526,California,San Francisco Bay Area/Monterey,1,Wed 6/14,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,55.9,63.99,75,9,SW,0,0,1014,47,1686772800,-25200
527,California,San Francisco Bay Area/Monterey,2,Thu 6/15,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,55.58,63.97,75,10,SW,0,0,1013,14,1686859200,-25200
528,California,San Francisco Bay Area/Monterey,3,Fri 6/16,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,56.34,65.25,75,9,SW,0,0,1015,33,1686945600,-25200
529,California,San Francisco Bay Area/Monterey,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,56.34,66.47,71,10,W,0,0,1015,27,1687032000,-25200
530,California,San Francisco Bay Area/Monterey,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.15,61,64,15,W,0,0,1016,10,1687118400,-25200
531,California,San Joaquin Valley/Hanford,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,64.56,94.23,30,9,W,0,0,1010,87,1686769200,-25200
532,California,San Joaquin Valley/Hanford,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,62.76,96.28,27,8,NW,0,0,1009,29,1686855600,-25200
533,California,San Joaquin Valley/Hanford,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,62.17,97.36,27,9,NW,0,0,1011,10,1686942000,-25200
534,California,San Joaquin Valley/Hanford,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.93,101.12,21,11,NW,0,0,1012,7,1687028400,-25200
535,California,San Joaquin Valley/Hanford,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,63.01,95.7,18,22,NW,0,0,1011,34,1687114800,-25200
536,Idaho,Boise,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.6,73.38,27,15,W,0,0,1011,3,1686769200,-21600
537,Idaho,Boise,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.66,73.11,33,15,W,0,0,1013,0,1686855600,-21600
538,Idaho,Boise,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.98,76.98,34,11,W,0,0,1016,6,1686942000,-21600
539,Idaho,Boise,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,60.84,84.25,24,11,W,0,0,1009,97,1687028400,-21600
540,Idaho,Boise,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.41,71.35,50,12,NW,0.68,0,1003,99,1687114800,-21600
541,Idaho,Pocatello,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.4,66.18,57,21,SW,1.47,0,1009,30,1686769200,-21600
542,Idaho,Pocatello,2,Thu 6/15,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.25,63.28,40,10,SE,0,0,1012,34,1686855600,-21600
543,Idaho,Pocatello,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.4,67.86,50,8,W,0.89,0,1016,9,1686942000,-21600
544,Idaho,Pocatello,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,49.48,73.74,40,12,SW,0,0,1012,83,1687028400,-21600
545,Idaho,Pocatello,5,Sun 6/18,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.86,71.28,45,18,S,0,0,1004,100,1687114800,-21600
546,Montana,Billings,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,57.27,77.67,40,18,N,6.46,0,1001,97,1686769200,-21600
547,Montana,Billings,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.98,67.98,50,16,NE,0.31,0,1011,100,1686855600,-21600
548,Montana,Billings,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.01,70.54,37,11,E,0.8,0,1016,89,1686942000,-21600
549,Montana,Billings,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.93,75.87,38,13,SW,1.24,0,1007,37,1687028400,-21600
550,Montana,Billings,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.55,81,34,14,S,0.38,0,1000,89,1687114800,-21600
551,Montana,Glasgow,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,57.29,78.4,40,21,W,4.68,0,1001,85,1686769200,-21600
552,Montana,Glasgow,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,52.93,69.51,42,19,W,0,0,1011,9,1686855600,-21600
553,Montana,Glasgow,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.19,73.99,37,10,E,0,0,1016,3,1686942000,-21600
554,Montana,Glasgow,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.1,77.34,35,15,S,0.32,0,1006,7,1687028400,-21600
555,Montana,Glasgow,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,60.12,81.55,40,14,N,2.52,0,1002,89,1687114800,-21600
556,Montana,Great Falls,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.6,69.24,36,23,SW,0.22,0,1004,0,1686769200,-21600
557,Montana,Great Falls,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.69,64.94,49,8,NE,0.28,0,1014,57,1686855600,-21600
558,Montana,Great Falls,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.69,75.47,39,11,S,0,0,1012,5,1686942000,-21600
559,Montana,Great Falls,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.96,72.25,42,11,SW,0.38,0,1006,100,1687028400,-21600
560,Montana,Great Falls,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.92,67.21,63,10,SE,2.18,0,1001,100,1687114800,-21600
561,Montana,Missoula,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.29,65.41,32,14,W,0.52,0,1006,85,1686769200,-21600
562,Montana,Missoula,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.1,64.72,50,5,NW,0,0,1015,95,1686855600,-21600
563,Montana,Missoula,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.81,75.61,32,8,W,0,0,1015,7,1686942000,-21600
564,Montana,Missoula,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.28,68.58,42,6,W,1.83,0,1008,100,1687028400,-21600
565,Montana,Missoula,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,50.11,65.59,59,5,NW,3.36,0,1003,100,1687114800,-21600
566,Nevada,Elko,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.42,74.05,43,16,W,0.6,0,1009,7,1686769200,-25200
567,Nevada,Elko,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.49,68.59,25,16,W,0,0,1010,0,1686855600,-25200
568,Nevada,Elko,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.99,70.7,29,6,N,0,0,1016,6,1686942000,-25200
569,Nevada,Elko,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,53.26,78.08,27,14,SW,0,0,1012,47,1687028400,-25200
570,Nevada,Elko,5,Sun 6/18,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.87,81.09,26,24,SW,0,0,1003,97,1687114800,-25200
571,Nevada,Las Vegas,1,Wed 6/14,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,73.71,91.98,16,10,SW,0,0,1007,12,1686769200,-25200
572,Nevada,Las Vegas,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,74.23,92.86,20,17,SW,0,0,1006,88,1686855600,-25200
573,Nevada,Las Vegas,3,Fri 6/16,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.75,89.44,25,13,N,0.57,0,1010,76,1686942000,-25200
574,Nevada,Las Vegas,4,Sat 6/17,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,74.89,97.65,19,15,SW,0,0,1010,8,1687028400,-25200
575,Nevada,Las Vegas,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,77.34,95.18,18,28,SW,0,0,1006,0,1687114800,-25200
576,Nevada,Reno,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.7,80.37,35,18,W,0,0,1009,7,1686769200,-25200
577,Nevada,Reno,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,58.14,76.06,27,11,N,0,0,1011,81,1686855600,-25200
578,Nevada,Reno,3,Fri 6/16,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.46,77.88,20,6,N,0,0,1015,98,1686942000,-25200
579,Nevada,Reno,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,61.18,82.63,19,21,SW,0,0,1009,40,1687032000,-25200
580,Nevada,Reno,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,55.42,73.24,26,23,SW,0,0,1005,78,1687118400,-25200
581,Oregon,Medford,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,49.51,73.9,32,12,NW,0,0,1016,100,1686772800,-25200
582,Oregon,Medford,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.48,76.68,26,9,NW,0,0,1017,85,1686859200,-25200
583,Oregon,Medford,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,49.59,85.21,26,12,NW,0,0,1016,59,1686945600,-25200
584,Oregon,Medford,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.58,77.61,39,11,NW,0,0,1012,97,1687032000,-25200
585,Oregon,Medford,5,Sun 6/18,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.15,69.93,21,17,W,0,0,1008,8,1687118400,-25200
586,Oregon,Pendleton,1,Wed 6/14,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.9,68.31,30,23,SW,0,0,1013,0,1686769200,-25200
587,Oregon,Pendleton,2,Thu 6/15,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.84,76.46,33,12,S,0,0,1016,7,1686855600,-25200
588,Oregon,Pendleton,3,Fri 6/16,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,55.98,85.32,26,14,SW,0,0,1015,33,1686942000,-25200
589,Oregon,Pendleton,4,Sat 6/17,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.92,76.82,45,22,SW,0,0,1011,100,1687028400,-25200
590,Oregon,Pendleton,5,Sun 6/18,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,50.7,69.75,33,17,W,0,0,1007,79,1687114800,-25200
591,Oregon,Portland,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.81,68.58,46,11,NW,0,0,1019,100,1686772800,-25200
592,Oregon,Portland,2,Thu 6/15,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.6,75.78,42,9,NW,0,0,1021,100,1686859200,-25200
593,Oregon,Portland,3,Fri 6/16,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.71,77.22,53,10,NW,0,0,1020,93,1686945600,-25200
594,Oregon,Portland,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.39,67.69,51,9,NW,0.4,0,1016,100,1687032000,-25200
595,Oregon,Portland,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.55,58.93,52,9,SW,4.84,0,1011,96,1687118400,-25200
596,Utah,Salt Lake City,1,Wed 6/14,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,59.4,74.32,44,9,SE,3.89,0,1008,100,1686769200,-21600
597,Utah,Salt Lake City,2,Thu 6/15,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.68,71.58,52,11,NW,6.89,0,1010,99,1686855600,-21600
598,Utah,Salt Lake City,3,Fri 6/16,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.15,71.92,37,10,W,0,0,1014,8,1686942000,-21600
599,Utah,Salt Lake City,4,Sat 6/17,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,55.18,77.92,32,6,E,0,0,1013,31,1687028400,-21600
600,Utah,Salt Lake City,5,Sun 6/18,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,63.18,86.65,27,22,S,0,0,1005,88,1687114800,-21600
601,Washington,Seattle,1,Wed 6/14,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.99,67.06,49,8,S,0,0,1018,97,1686772800,-25200
602,Washington,Seattle,2,Thu 6/15,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.39,74.46,42,6,S,0,0,1020,77,1686859200,-25200
603,Washington,Seattle,3,Fri 6/16,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,47.93,72.23,45,8,S,0,0,1018,78,1686945600,-25200
604,Washington,Seattle,4,Sat 6/17,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.51,60.24,66,9,N,1.16,0,1016,90,1687032000,-25200
605,Washington,Seattle,5,Sun 6/18,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.43,57.85,63,8,S,7.1,0,1010,88,1687118400,-25200
606,Washington,Spokane,1,Wed 6/14,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.38,66.72,39,16,SW,0.42,0,1009,15,1686769200,-25200
607,Washington,Spokane,2,Thu 6/15,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.35,69.57,43,7,S,0,0,1016,17,1686855600,-25200
608,Washington,Spokane,3,Fri 6/16,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.06,76.66,34,11,SW,0,0,1015,25,1686942000,-25200
609,Washington,Spokane,4,Sat 6/17,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.7,74.28,44,16,S,0,0,1008,79,1687028400,-25200
610,Washington,Spokane,5,Sun 6/18,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,50.5,66.45,27,14,S,0,0,1005,49,1687114800,-25200
